59.72240193050516, 57.72173842006282, -10.38856772009385
69.56919402174913, 37.29198644948124, -10.272279890161137
75.31189943842003, 18.15740134781828, -10.465496603516229
63.51838364164837, 48.314383314628884, -1.3208716066486392
72.4536153151513, 28.974157160274018, -1.5046929351472986
74.00489914368382, -31.904724722559365, -20.133621295017356
77.65025180044086, -12.217677925527255, -16.560783816985577
70.7009109969348, -51.95822454584433, -22.46958008316345
73.5722741363536, -43.50973538477899, -12.580069959960113
75.34755839867296, -23.169764685456414, -9.906396730591315
-64.64637636250961, -31.817668362979163, -26.608810929198697
-63.33114110181191, -49.312460030566655, -30.23425891767569
-55.34209592466311, -60.740118198635486, -39.75145290356416
-64.82357282874409, -40.968355640748655, -18.06562448155519
-69.47978525856922, -9.895585984486729, -22.27800335667738
-53.182655069828, 54.664906795446626, -13.708357540967977
-61.06547432212926, 37.68696779037437, -15.16424745455463
-63.36713885302913, 19.38221282678066, -15.305864337914306
-56.990056913979856, 46.42807683052503, -4.551645060135709
-64.18754296100258, 28.348550543115905, -5.807748555783963
